company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Kolonn bygg AB,5568860059,2,43,Backurs; Janis,1,0,Kolonn bygg AB
ANDERSBORG Aktiebolag,5564670346,3,58,Löfgren; Erik Olof Anders,3,3,Tabellion AB|Loftux AB|ANDERSBORG Aktiebolag
Hazy Days Media AB,5565632139,2,67,Törneman; Carl Eric Mikael,2,3,SCRIPT46 AB|Hazy Days Media AB
Grundkontroll Sverige AB,5591634323,2,55,Gunnarsson; Lars Bertil Mikael,4,7,ARMENTA Mark & Betong AB|Cellplasthuset Sverige AB|Grundkontroll Sverige AB|Cellplasthuset-mg
Grundkontroll Sverige AB,5591634323,2,55,Dahlman; Marie Jeanette,3,4,Grundkontroll Sverige AB|ARMENTA Mark & Betong AB|Cellplasthuset Sverige AB
Husfixaren 1 AB,5567915151,2,61,Yousefi; Habib,1,19,Husfixaren 1 AB
Storstaden Bostad Mälaräng AB,5591323364,4,43,Jutner; Per Arne,23,89,Storstaden Bostad Nacka AB|STORSTADEN STOCKHOLM BOSTAD AB|Storstaden Bostad Älvsjö II AB|Abentor Innovation AB|Storstaden Stockholm Fastigheter AB|Storstaden Bromma Bostad AB|Storstaden Bostad Älvsjö III AB|Storstaden Property Group Holding AB|Storstaden Bostad Mälaräng AB|Storstaden Bostad Älvsjö AB|Segerporten Holding AB|Vikdalsvägen Fastighets II AB|Kavelbron Fastighets AB|Vikdalsvägen Fastighets AB|Segerporten Holding II AB|Visionen Elteknik Sverige AB|Hemmavid Sverige AB|Vikdalsporten Holding AB|Vikdalsvägen Garage AB|Eksätravägen Fastighets AB|Mälarhöjdsporten Holding AB|Storstaden Bostad Årsta AB|Bostadsrättsföreningen Stadsporten i Nacka
Avsan Advice AB,5591996672,2,63,Avsan; Anti Harald,10,7,TryggHem Projekt Holding AB|TryggHem Projekt 1 AB (publ)|Smallville AB (publ)|Avsan Advice AB|elivery AB|Secintech holding AB|2Reach Holding AB|2Reach AB|elivery holding AB|Security Invention Technologies Sweden AB
Sjögren Invest AB,5566312392,2,56,Sjögren; Mikael Henning,1,5,Sjögren Invest AB
Fagerholms MarkBygg Aktiebolag,5566373246,1,56,Örnstedt; Karl Johan,2,2,Bygglovshuset i Värmdö Handelsbolag|Fagerholms MarkBygg Aktiebolag
Alex Invest i Stockholm AB,5569169526,2,39,Bühlmann; Björn Alexander,4,6,Allbygg & VVS Svenska AB|Alex Invest i Stockholm AB|Bühlmann Invest AB|Johansson Holmér Holding AB
Blidö Konsult & Bygg AB,5591555130,2,67,Jansson; Kjell Gösta,2,11,Aktiebolaget Utö Havsbad|Blidö Konsult & Bygg AB
Dörr & Säkerhetssmide Nära i Täby AB,5567735302,3,66,Pettersson; Kjell Åke,1,2,Dörr & Säkerhetssmide Nära i Täby AB
Dörr & Säkerhetssmide Nära i Täby AB,5567735302,3,66,Eriksson; Britt Margareta,2,0,Dörr & Säkerhetssmide Nära i Täby AB|Sidus Power Solutions Aktiebolag
S.T.O.M.A BYGG AB,5568447998,3,47,Noréus; Matti Andreas,3,3,Bostadsrättsföreningen Bagarmossen Kanslisten 2|S.T.O.M.A BYGG AB|StorStockholms Riv & Bygg
INSPECTIA Sverige AB,5590237375,1,52,Bohacek; Christian Wade,3,16,Jobstory AB|Building Science Group Nordic AB|INSPECTIA Sverige AB
Palmgren & Söner AB,5567011456,3,67,Palmgren; Åke,2,4,Uppstuds AB|Palmgren & Söner AB
A Bit of Sweden Aktiebolag,5567566541,3,53,Undin; Kajsa Maria,2,3,A Bit of Sweden Aktiebolag|UNDINUM Invest AB
Mc Carthy Homes AB,5590163399,2,43,Dyrting Mc Carthy; I Rebecca M,1,2,Mc Carthy Homes AB
Bygg och Ritningskonsult i Norrtälje AB,5567327340,3,40,Kelter; Mikael Robert,7,3,Kelter Bygg & El AB|Roslagsfastigheter i Spillan AB|Bygg och Ritningskonsult i Norrtälje AB|Stubboda Holding AB|Åprojektet i Norrtälje AB|Granndeli AB|Åprojekt; Åkanten AB
4S PROPERTIES BYGG AB,5590195797,2,37,Sahampour; Amin,3,12,The Ultimate Nordic Race AB|4S PROPERTIES BYGG AB|4S properties AB
4S PROPERTIES BYGG AB,5590195797,2,37,Sahampour; Farbod,3,3,4S PROPERTIES BYGG AB|4S properties AB|The Ultimate Nordic Race AB
Kvist Skandinavien AB,5569558793,2,27,Kvist; Veronika,1,1,Kvist Skandinavien AB
Prestige Worldwide AB,5590392964,3,38,Wargclou; Stig Michael Magnus,6,11,CSK Projekt AB|Local Properties Sigtuna AB|CK Projektutveckling AB|Prestige Worldwide AB|CI Cargo Invest Aktiebolag|C.F. Cargo Fastigheter Aktiebolag
AWN Arkitektur AB,5591296719,2,43,Wingren Näsholm; Anna Maria,1,1,AWN Arkitektur AB
Veona Bygg AB,5569852006,2,46,Mirfeizi; Seyed Pasha,1,0,Veona Bygg AB
Jesper Skoog Design AB,5568423460,1,42,Skog; Frans Jesper,1,5,Jesper Skoog Design AB
REARTEX AB,5569902199,2,46,Carminger Reuterswärd; Åsa Maria,1,3,REARTEX AB
NEUSE AB,5590665781,2,37,Smith Engelbert; Nathalie E U,1,0,NEUSE AB
Niclas Hallring AB,5567160949,2,51,Hallring; Niclas,1,2,Niclas Hallring AB
Lilla Berga Consulting AB,5591830392,2,53,Blomström; Åsa Torvaldsdotter,5,0,New Bridge Capital AB|Lilla Berga Consulting AB|Breda Gatan Consulting AB|Petrus B Holding AB|Fuffr AB
Norrbygg i Bergshamra AB,5568600927,2,57,Gustavson; Fredrik Claes,2,3,Norrbygg i Bergshamra AB|Ejderbygg
Simorq AB,5591237622,2,42,Kontinen; Katayun,2,3,Simorq AB|Simorq
KROVPE Aktiebolag,5564561230,3,61,Persson; Hans Erik Göran,2,2,One Monday Aktiebolag|KROVPE Aktiebolag
ANNIKA von SCHÉELE AB,5563282069,4,64,von Schéele; Tove Annika,5,2,Skå Edeby Utveckling AB|Köksflygeln AB|Malingsbo Fastighets AB|ANNIKA von SCHÉELE AB|Examinator Aktiebolag
Play Design Sweden AB,5566827274,2,53,Svensson; Sven Krister Stanley,2,6,Play Design Sweden AB|KS Utbildning
Skaresta Gård Aktiebolag,5563512952,2,61,Andersson; Lars Gustav,10,17,Green Deer Holding AB|Bil- och Traktorservice i Stigtomta Aktiebolag|Stig Svenssons Motorverkstad Aktiebolag|Agro-Maskiner Gotland Aktiebolag|Aktiebolaget Södervik Bruk Holding|Skaresta Gård Aktiebolag|Mälarfast Industrifastigheter i Stockholm Holding AB|AB Munkbron Fastigheter|Mälarfast i Västerås AB|Bostadsrättsföreningen Pyreneus 5;6
Projektverkstan i Sverige AB,5568124076,2,47,Jonsson Sohlberg; John Arne Torbjörn,5,12,OLJIBE Aktiebolag|Projektverkstan i Sverige AB|Jolster Holding AB|Promido Development AB|byMarend AB
R Sundberg Bygg & Badrum AB,5568408156,2,44,Sundberg; Kent Johan Roberth,3,3,Robsun Holding AB|R Sundberg Bygg & Badrum AB|Puts & Kakel Stockholm AB
Lundins natur- och våtmarksentreprenad AB,5568531379,2,59,Lundin; Bernt Ove,1,0,Lundins natur- och våtmarksentreprenad AB
T.Sundh AB,5568742125,3,51,Sundh; Berndt Tenny,2,4,T.Sundh AB|Dr Sundh AB
Många Tankar AB,5568213911,3,54,Tenconi; Sergio Giovanni,2,1,Många Tankar AB|ANITRADE
Tegnik AB,5568086838,3,64,Tolstoy; Nikolaj Theodorsson,1,2,Tegnik AB
Tegnik AB,5568086838,3,64,Tolstoy; Jan Magnus Theodor,1,1,Tegnik AB
Walderstens Elektriska Aktiebolag,5560857178,2,52,Waldersten; Stig Edvin,1,1,Walderstens Elektriska Aktiebolag
Silver Dot AB,5590111679,2,50,Mattsson; Mats-Erik,1,1,Silver Dot AB
Byrån för egna hem AB,5569824237,2,39,Hyttsten Brodelius; Bo Emil,4,9,Byrån för egna hem AB|Nya Egnahemsrörelsen hus nr 1 ekonomisk förening|Own home bureau holding AB|Stockholms innerstads Waldorfpedagogiska          ekonomisk förening
OP. Installationskonsult AB,5568609613,2,70,Persson; Kjell Owe Gunnar,1,8,OP. Installationskonsult AB
Rexton Design AB,5568785348,2,66,Wallén; Lars Gösta,6,9,Rexton Handelsbolag|Arctos Aktiebolag|Rexton Design AB|Hospico Aktiebolag|Rexton Services handelsbolag
Kempo byggentreprenad AB,5567115372,2,40,Lindström; Jonny Khen-Poh,2,1,Vanadis Handel AB|Kempo byggentreprenad AB
Trähjulet Stockholm AB,5567046866,1,71,Öhman; Leif Ture,6,26,Trähjulet Fastigheter AB|Trähjulet Stockholm AB|Ösmo Bostäder AB|Ösmo Invest AB|Trähjulet Holding AB|Ösmo Hill AB
Team Bygg & Badrum FJR AB,5566629324,2,45,Jonsson; Frans Johan Ronnie,1,2,Team Bygg & Badrum FJR AB
Trapets arkitektur & design AB,5590821020,2,48,Dahlqvist; Anna Margreth,3,1,Trapets arkitektur & design AB|Tillsammans arkitekter AB|Margreth Dahlqvist arkitektur & design AB
JLow Consulting AB,5569619421,2,58,Löw; Bengt Johan Evald,2,1,Larnelius Affärsutveckling AB|JLow Consulting AB
Arwidsro Holding 3 AB,5568001415,4,62,Zonabend; Isak Peter,59,226,Arwidsro Fastigheter AB|Arwidsro Fastighets AB|Arwidsro Mellby Fastighets AB|Arwidsro Älvängen AB|Arwidsro Stenung Fastighets AB|Oasmia Pharmaceutical AB|Arwidsro Fjälkinge Fastighets AB|Arwidsro MoraNoret Fastigheter AB|Arwidsro Flaket 10 AB|Arwidsro Motorn 8 Fastighets AB|Arwidsro Samhällsfastigheter AB|Arwidsro Blejen 1 AB|Bostadsrättsföreningen Laxöringen nr 3|Arwidsro Investment AB|Tallmossen AB|Gummerholmen AB|Grönlandsvägen i Malung AB|Bäckvägen Intressenter Fastighets AB|Arwidsro Spångavägen Fastigheter AB|Arwidsro Handelsboden 24 AB|Vargen 3 AB|Bräcke 6:24 AB|Fastighetsaktiebolaget Malmö Smedjan 8|CCZ Holding AB|Arwidsro Holding 1 AB|Arwidsro Uddevalla fastigheter AB|Arwidsro Holding 3 AB|Fastighets AB Bryggårdsgärdet 2|Arwidsro Lagret 3 AB|Sporthallarna Stockholm AB|Arwidsro Holding 7 AB|Arwidsro Holding 17 AB|Bäckvägen Intressenter AB|Arwidsro Intrafinans AB|Arwidsro Byggnads AB|Arwidsro Fjällnäs Fastighets AB|Arkensvik AB|Arwidsro Holding 2 AB|Arwidsro Änghagen AB|Arwidsro Holding 11 AB|Arwidsro Holding 6 AB|Arwidsro Holding 8 AB|Arwidsro Holding 14 AB|Arwidsro Holding 13 AB|Arwidsro Holding 10 AB|Arwidsro Holding 9 AB|Arwidsro Holding 161 AB|Arwidsro Brädgården AB|Arwidsro Holding 5 AB|Arwidsro Holding 4 AB|Arwidsro Näs 1:299 AB|Granen Alva 3 AB|Arwidsro Holding 163 AB|Arwidsro Holding 12 AB|Arwidsro Holding 167 AB|Arwidsro Hemmestorp 3:36 AB|Arwidsro Holding 16 AB|Arwidsro Holding 159 AB|Arwidsro Finans AB
Aktiebolaget Liljewallgruppen,5564891603,6,71,Blomkvist; Leif Erland,4,23,Aktiebolaget Liljewallgruppen|Bleck Asset Management AB|Broström Projektutveckling AB|HSB Bostadsrättsförening Ekudden nr 688 i         Stockholm
Smultron Förlag AB,5562603315,2,39,Dagsdotter; Ebba Louise,3,6,Smultron Förlag AB|Exidian AB|Omarsson Produktion AB
PARLE AB,5569412108,2,52,Danielsson; Andreas Johan Markus,1,6,PARLE AB
CC Sterner AB,5563064905,3,52,Sterner; Anna Charlotta Persdotter,4,3,Maskinverket i Stockholm AB|Sterols Network Handelsbolag|CC Sterner AB|Bostadsrättsföreningen Kupan 6
Wikström Byggwik Aktiebolag,5562129683,4,61,Hall‚n; Anna Katarina,2,2,Wikström Byggwik Aktiebolag|kh redovisning
Jonsson Mini-Tivoli AB,5568530579,2,56,Jonsson; Nils Gunnar Roger,2,3,Jonsson Mini-Tivoli AB|MR. SPIK Jonsson Aktiebolag
Altmark Bygg och Fastigheter AB,5569569683,2,71,Jonsson; Staffan Peder,3,1,basenbygg Handelsbolag|Ull Security Handelsbolag|Altmark Bygg och Fastigheter AB
PL Fjärrvärme AB,5569237216,2,67,Lakanen; Pekka Päiviö,1,2,PL Fjärrvärme AB
Speciella Hus MM AB,5569317315,3,40,Eggeby; Maths Bertil,1,1,Speciella Hus MM AB
Claes Backlund Teknik Aktiebolag,5562940303,2,71,Backlund; Claes Mikael,3,0,MARCLA Invest AB|Claes Backlund Teknik Aktiebolag|MARCLA Holding Aktiebolag
MA-Glasgruppen AB,5564403375,6,52,Classon; Per Magnus,3,1,MA-Glasgruppen AB|AA - Glas AB|CM Glas & Byggmontage Handelsbolag
Riflex Bygg AB,5566012299,2,33,Hagman; Martin Svante,12,34,M Fastigheter Roslagen AB|Riflex Vårdfastigheter Aktiebolag|Riflex Bostäder AB|Riflex Centrumhus AB|Riflex Industrifastigheter AB|Riflex Aktiebolag|Riflex Gredelby 782 AB|Riflex Slottsfastigheter AB|Riflex Billborg AB|Riflex Muraren AB|Riflex Bygg AB|Riflex Handelsfastigheter AB
SBK Bygg AB,5590458302,4,43,Kveldstad; Erika Lilian,10,128,Stockholm Byggkoncept AB|Nordic Building Invest AB|Din Bilvärd AB|Bostadsrättsföreningen Snickaren 12|Rösten AB|SBK Bygg AB|Irsa AB|Battle of Red Roses AB|Kveldhus AB|Battle of Roses Aktiebolag
Stuvsta Byggkonsult AB,5591469910,2,44,Lexius; Jesper Weine,1,1,Stuvsta Byggkonsult AB
Petter Kärnekull Arkitektkontor AB,5567099154,2,66,Kärnekull; Petter Erik Vilhelm,1,4,Petter Kärnekull Arkitektkontor AB
Minimalen Bostad AB,5567542138,3,47,Mattsson; Nancy Jacqueline,4,5,Lidingö Stads Fastighets Aktiebolag|Bofutura Ekonomisk förening|Minimalen Bostad AB|Trygg Bostadsrättsmarknad i Sverige               Ekonomisk förening
HL Blom Konsult AB,5567401731,2,75,Blom; Håkan Lennart,2,18,HL Blom Konsult AB|Ideella föreningen Rådet för Byggkvalitet; BQR    med firma BQR
HusFörsegling grön AB,5568799083,4,60,Jonsson; Erik Bertil,1,1,HusFörsegling grön AB
HusFörsegling grön AB,5568799083,4,60,Jonsson; Gunvor Christina,1,0,HusFörsegling grön AB
Olofsson Holmsten AB,5590015169,3,48,Olofsson; Mats Anders,3,12,Moumo Scandinavia AB|Olofsson Holmsten AB|Playground Event AB
af Petersens Design AB,5591049811,2,49,af Petersens; Cecilia Birgitta,1,3,af Petersens Design AB
Föreningskakan AB,5569847246,3,46,Kolmskog; Kurt Erik Tobias,1,1,Föreningskakan AB
Wadadisi AB,5590639802,2,38,Svensson; Johan Wilhelm,1,0,Wadadisi AB
Wadadisi AB,5590639802,2,38,Svensson; Karin Maria,1,3,Wadadisi AB
Nässlan design; hantverk och byggadministration AB,5568649270,3,55,Sterby; Kent Bertil,3,8,Byggledarna Sigtuna AB|Byggledarna Stockholm AB|Nässlan design; hantverk och byggadministration AB
Scandinavian Wall & Design AB,5590791140,2,35,Shaje Haraldsson; Mona Simone,2,3,Xbil Upplevelser AB|Scandinavian Wall & Design AB
MEG Consult AB,5590721980,3,51,Grönlund; Mats Erik,4,11,MEG Consult AB|Bostadsrättsföreningen Mälarvik|Riksbyggen Bostadsrättsförening Hallen
MEG Consult AB,5590721980,3,51,Engdahl; Maria Ulrika,1,1,MEG Consult AB
2 consulting AB,5591250880,2,44,von Berens; Johan Christoph,1,1,2 consulting AB
2 consulting AB,5591250880,2,44,von Berens; Åsa Helena,1,0,2 consulting AB
Lasse Jansson Projektering Aktiebolag,5563478667,2,62,Jansson; Lars Gunnar,1,1,Lasse Jansson Projektering Aktiebolag
25hus AB,5590339528,3,51,Krusell; Christopher Alexander,4,5,BizBridge Corporate Advisors AB|C Krusell Energi Bygg & Konsult AB|25hus AB|Bizbridge Business Broker AB
Nbox Project AB,5591895114,3,45,Nylund; Zacharias Björn Alexander,2,1,Nbox Project AB|Z&Z Projekt AB
Väskgossen AB,5591521256,2,33,Dahlin; Carl Johan Henrik,2,0,Väskgossen AB|NYSTRÖM STOCKHOLM AB
2 Capitals AB,5569603540,2,63,Walentowicz; Jerzy,3,3,Agatex AB|2 Capitals AB|TOWER TRADE INTERNATIONAL JERZY WALENTOWICZ
Storholmen Larmteknik Aktiebolag,5564658648,2,73,Finskas; Tor-Björn Valdemar,2,0,Storholmen Larmteknik Aktiebolag|STOR-STOCKHOLM LARMTEKNIK
H&D Byggkonsult AB,5591453989,3,39,Dragostinov; Rostislav Lachezarov,1,0,H&D Byggkonsult AB
SUBdesign AB,5568999394,2,53,Phiromyoo; Muthita,1,4,SUBdesign AB
JAMES Jim Hagelin Arkitekt AB,5567060172,2,48,Hagelin; Jim Krister,1,2,JAMES Jim Hagelin Arkitekt AB
E.V Anläggning AB,5590586524,2,52,Jansson; Erik Victor Andreas,1,2,E.V Anläggning AB
Nordgren Innovation & Design AB,5567789697,2,65,Nordgren; Louisa,3,1,Juristn i Sverige AB|Human Care Nordic AB|Nordgren Innovation & Design AB
Brandsäkra Stockholm AB,5566218185,2,62,Bertilsson; Niklas Bertil,3,8,Säkerhetsentreprenad Stockholm AB|Brandsäkra Stockholm AB|N Bertilsson Fastigheter AB
EA Elinstallation och service AB,5591635726,2,49,Taha; Abdulrhman Ahmad,1,1,EA Elinstallation och service AB
EA Elinstallation och service AB,5591635726,2,49,Alshalaby; Ehab,1,1,EA Elinstallation och service AB
Karlslund Bygg AB,5591498174,2,49,Myöhänen; Tom Sebastian,1,5,Karlslund Bygg AB
PETER KARNIK Aktiebolag,5564150117,2,50,Karnik; Bo Peter Thomas,1,5,PETER KARNIK Aktiebolag
PAPPA TAK AB,5569396756,5,61,Pettersson; Patrik Oskar Mathias,7,9,P O Service Bygg & Måleri AB|NP Gruppen Aktiebolag|Front Up AB|Norrorts Plåtslageri Aktiebolag|1416 Fastigheter och konferens AB|PAPPA TAK AB|1416 Holding AB
Paciello Invest AB,5569900730,3,51,Calderon Paciello; Lina Carina E,5,4,Balanzen Norden AB|Gröna Gredelina AB|Paciello Invest AB|Calpe Holding AB|PACIELLO Handelsbolag
ORIGO arkitekter Holding AB,5567675375,3,53,Berg; Emma Tuva,3,2,ORIGO arkitekter Holding AB|ORIGO arkitekter Aktiebolag|PBR Arkitekter AB
KML Consulting AB,5590868997,2,52,Labba; Kent Göran,1,0,KML Consulting AB
KML Consulting AB,5590868997,2,52,Labba; Hans Martin,1,1,KML Consulting AB
Ingenjörsfirman Alin & Co Aktiebolag,5563672657,2,61,Alin; Ulla Karin Elisabeth,2,3,Ingenjörsfirman Alin & Co Aktiebolag|Alin & Co Aktiebolag
Palomaa & Partners AB,5568191174,2,42,Palomaa; Jari-Pekka,1,5,Palomaa & Partners AB
Byggihop i Sverige AB,5567942981,2,65,Azinovic Holmgren; Jeanette Zeneta,2,6,Byggihop i Sverige AB|Tenco AB
Ground Control Engineering AB,5568201072,2,42,Leiner; Peter,4,10,LabMind AB|Plink AB|Ground Control Engineering AB|GeoMind AB
Ectart Electrical Art Engineering AB,5569780314,2,35,Bergkvist; Daniel Erik,1,0,Ectart Electrical Art Engineering AB
Elektrotekniska Larm & Säkerhet Lidingö AB,5566254032,4,53,Sewén; Björn Anders Bertil,2,10,Sewen Offshore Competence AB|Elektrotekniska Larm & Säkerhet Lidingö AB
PILAB Holding AB,5566891437,2,82,Pilskog; Erik Tommy,1,9,PILAB Holding AB
Lovin Legs Design AB,5591571871,3,51,Collett; Maria Kristina,5,3,Almi Företagspartner Stockholm Sörmland AB|Collett Svetsmaskinservice Aktiebolag|Collett Fastighets AB|Lovin Legs Design AB|Collett Svetskommers AB
JGunnarsson Sverige AB,5590963236,4,44,Gunnarsson; Johan Erik Per,4,1,ProTalent AB|Bostadsrättsföreningen Lindormen 4|JGunnarsson Sverige AB
Key Medicals AB,5590791249,2,44,Åqvist; Carl Johan Marcus,7,12,Key Medicals AB|Bostadsrättsföreningen Torparmor|H.W.H Fastighet AB|H.Å.H. Fastigheter AB|Key 9 AB|Huvudnyckeln Holding AB|H.Å.H Holding AB
Rörab-Carlsson & Blomgren Aktiebolag,5561657841,2,55,Johannisson; Björn Rickard,2,5,RÖRAB Infra AB|Rörab-Carlsson & Blomgren Aktiebolag
Spinecore AB,5567433882,3,64,Dahlén; Jenny Rebecka,3,7,Spinecore AB|Pdahlén Photography AB|Rebecka Dahlén Produktion AB
Byggnadsfirma Roger Malm AB,5568130941,2,56,Malm; Per Roger,1,4,Byggnadsfirma Roger Malm AB
ArkiHus Elektriska AB,5590143144,3,52,Boyko; Igor,3,7,ArkiPro AB|ArkiHus Elektriska AB|SHS Gruppen AB
Origin places AB,5567300479,2,62,Hlawatsch; Robert Nicklas Jimi,32,24,Skärgårdsvillan Bygg AB|A-gruppen i Sverige AB|Ljusterö Skärgårdsby AB|A-direkt AB|a-arkitekter i Sverige AB|Real Viking Aktiebolag|Viking Hlawatsch & Co AB|Hlawatsch Consulting Aktiebolag|A - gruppen invest Sverige AB|Origin places AB|Bostadsrättsföreningen Ljusterö Skärgårdsby 4|Ljusterö Centrum Utveckling AB|Ljusterö Centrum Holding I Sverige AB|Linköping SA Holding AB|Engelbrekt Kapital i Stockholm AB|Skärgårdsvillan Utveckling AB|Skärgårdsvillan Holding 3 AB|Bostadsrättsföreningen Ljusterö Trädgårdar 2|Ljusterö Mark 8 AB|Ljusterö Mark 7 AB|Skärgårdsvillan Holding AB|Ljusterö Mark 9 AB|Ljusterö Skärgårdsby Förvaltning AB|Skärgårdsvillan Holding 2 AB|Ljusterö Mark 4 AB|Linköping SA Mark 1 AB|Skärgårdsvillan Invest AB|L House AB|Ljusterö Mark 5 AB|Bostadsrättsföreningen Ljusterö Trädgårdar 1|Arkitekturgränd 6 ekonomisk förening|Bostadsrättsföreningen Arkitekten 11
Dymla AB,5592073497,3,39,Dymmel; Karin Anna Cecilia,2,1,Dymla AB|Erla Consulting AB
Lyckebit AB,5565827895,2,65,Sandström; Thomas Karl Erik,5,1,Morningbriefing Börstjänaren AB|Ord & Bild Gruppen Uppsala Handelsbolag|Lyckebit AB|Börstjänarfolket 2013 AB|Hallenborg & Sandström Fund Management AB
Langaeble Stockholm AB,5569322117,2,34,Axelqvist; Maria Helena Elisabeth,1,0,Langaeble Stockholm AB
