company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Gio Olla AB,5569699977,2,33,Olla; Giuseppe,1,0,Gio Olla AB
Stegus Control AB,5566149091,2,50,Gustafsson; Björn Stefan,9,8,SkyltDirect Ost AB|SkyltDirect Sverige AB|Skylto AB|Vägnu AB|Stora Huset i Orsa AB|Metalsign Sweden AB|eWorks Nordic AB|Stora huset i Sika AB|Stegus Control AB
Constrera Projektpartner AB,5566429345,4,50,Andersson; Nils Johan Marcus,8,18,Ljungström & Andersson Invest AB|Constrera AB|Ideella föreningen Stockholms Byggmästarförening  med firma; Stockholms Byggmästareförening|DINAMI VÄRME & VATTEN AB|Constrera Projektpartner AB|Orudden Invest AB|Constrera Projektutveckling AB|Andersson & Ljungström Invest AB
Rosenhof Art Aktiebolag,5568412471,2,49,Hamberger; Anna Viktoria,1,2,Rosenhof Art Aktiebolag
Ingarö våtrum & invest AB,5590383807,2,33,Edström; Emelie Charlotta,1,1,Ingarö våtrum & invest AB
Hold ME AB,5568047806,2,51,Littorin-Lagercrantz; Eva J E,2,9,Hold ME AB|Eva Littorin stil & text
KW Com Consulting AB,5568614639,3,44,Karlsson; Sven Daniel,1,4,KW Com Consulting AB
PML Energy AB,5590960687,4,49,Laukkanen; Petri Mikael,3,9,PML Energy AB|PML Svets & VVS AB|PML Fastighet AB
Vadim & Company AB,5590568308,2,50,Martisus; Aleksas,2,4,Vadim & Company AB|JLH Mat AB
Alantia AB,5566178199,2,48,Ekelund; Erik Martin,2,4,Alantia AB|Byggnadskvalitet Grimmer AB
DykeriSupporten Stockholm AB,5565390969,2,51,Kälfors; Anders Victor,3,2,DykeriSupporten Stockholm AB|DykeriSupporten Stockholm|Aqua 3-swe
JaH Tech AB,5591545479,2,30,Jansin; Vjatseslav,1,2,JaH Tech AB
Sigtuna Golv och Kakel AB,5567531545,3,61,Brodin; Göte Fredrik,10,6,Sigtuna Vatten & Renhållning AB|Sigtuna Återvinning Aktiebolag|Golvmästarna i Järfälla Aktiebolag|ROSERSBERGS GOLV Aktiebolag|Palmreds Golv och Entreprenad AB|Sigtuna Golv Aktiebolag|Rostuna Förvaltning AB|BNC Gruppen AB|Företagarna i Sigtuna kommun AB|Sigtuna Golv och Kakel AB
TuttiFrutti Arkitekter AB,5563642841,4,65,Liljefors; Axel Mikael,4,10,Millimeter Arkitekter AB|Liljefors & Ågren Arkitektkontor AB|TuttiFrutti Arkitekter AB|Monogon AB
Geminorum AB,5590251038,2,44,Larsen; Carl Johan,3,1,Catalarum Förvaltnings AB|Bostadsrättsföreningen Amerika|Geminorum AB
CompactHouse (Sweden) Aktiebolag,5566371141,3,57,Borell; Göran Ulf:son,2,6,Bostadsrättsföreningen Renen 23|CompactHouse (Sweden) Aktiebolag
N-Å Kadeby Aktiebolag,5563692895,2,65,Kadeby; Nils Åke,2,2,Bostadsrättsföreningen Gamla Finnboda|N-Å Kadeby Aktiebolag
Only for Heroes AB,5590395231,2,46,Arnald; Anna-Karin Cathrine,6,5,Funka Mera Norden AB|ABC Logopedtjänst AB|Key Performance AB|Språka Mera Stockholm Handelsbolag|Only for Heroes AB|Språka Mera Stockholm AB
Jeltor AB,5590954573,3,38,Lindblom; Joel Emil,1,0,Jeltor AB
Trevliga Hus Stockholm AB,5590574785,3,51,Abu Zarur; Maher,12,5,FMS Bygg och Fastighetsservice AB|FMS Betong AB|Swelöv Ställning och Montage AB|Trevliga Hus Stockholm AB|Northern Airlines AB|Gymer fastigheter AB|GOLDBACH EKONOMI AB|FMS Holding AB|DOCHM AB|Swelövia Stockholm AB|FMS Energi & EL AB|FMS Invest AB
Ankarhagen AB,5568383532,3,46,Sjövall; Lars Göran Markus,25,55,Ankarhagen BP AB|Altira Förvaltning AB|Ankarhagen Ventum AB|Ankarhagen Nattvinden AB|Ankarhagen TL4 AB|Ankarhagen Buffeln AB|Ankarhagen Gaspedalen AB|Ankarhagen Järnvägen AB|Ankarhagen Klubban AB|Ankarhagen Telefonen AB|Ankarhagen swuk AB|Ankarhagen Fastigheter AB|Ankarhagen BP3 AB|Ankarhagen Vintergatan AB|Ankarhagen Nolgård AB|Ankarhagen Likströmmen AB|Ankarhagen Jordbromalm AB|Ankarhagen Tunbytorp AB|Style by Lottie AB|Tripeta AB|Ankarhagen AB|Ankarhagen Örsholmen AB|Ankarhagen Karlstadfastigheter AB|Ankarhagen Östanvindstorpet AB|Ankarhagen Östanvinden 4 AB
Apeiron Aktiebolag,5564718723,2,57,Havossar; Jan,2,8,Havossar Finance AB|Apeiron Aktiebolag
2Innovate4 Innovationskonsulter AB,5562833672,2,60,Nilsson; Anders Johan Erik,6,30,AffärsMinglet i Norden AB|New Message Aktiebolag|Card4Action AB|Business Branding Investment Group i Sverige AB|IGH InnovationsGruppen Holding AB|2Innovate4 Innovationskonsulter AB
Eek Visual Art AB,5590754866,2,55,Eek; John Daniel,1,1,Eek Visual Art AB
Add Square AB,5568839657,2,53,Edling; Dennis Alexander,1,1,Add Square AB
Institute for Sustainable Transportation ISTCAB   Calmar AB,5566673025,3,62,Hunhammar; Carl Magnus,2,2,Institute for Sustainable Transportation ISTCAB   Calmar AB|INFOMAGS
Petrart invent AB,5566475819,6,50,Wadström; Petra Carina Marianne,2,6,Solvatten AB|Petrart invent AB
Kogei Design Studio AB,5591672299,2,43,Andersson; Daniel Olov Christian,1,3,Kogei Design Studio AB
Harpy AB,5569679334,2,40,Claret; Carlos Francisco,6,13,Kadenz Consulting AB|OptiGo AB|CluSolve AB|Trimor Invest AB|Eurolatina AB|Harpy AB
Daniel Scharf konsult AB,5591233407,2,38,Scharf; Daniel Oskar,2,3,Daniel Scharf konsult AB|Scandinavian Yachting Handelsbolag
btng-design AB,5591392617,2,32,Thulin; Pontus Harald,2,5,Aith Labs AB|btng-design AB
btng-design AB,5591392617,2,32,Gunnefur; Jacob,1,1,btng-design AB
Klasson Yousefi AB,5592089014,4,32,Yousefi; Jooya,3,2,Safety4All.Int AB|Solution Valley AB|Klasson Yousefi AB
Klasson Yousefi AB,5592089014,4,32,Klasson; Viktor Berndt Otto,3,2,SaleSys Sverige AB|Eliptis AB|Klasson Yousefi AB
Kapsel2 AB,5569283350,2,54,Hermes; Tim Samuel,2,7,Kapsel2 AB|Selberg & Linde Handelsbolag
Trenchcoat AB,5564723749,2,77,Rönnkvist; Per-Olov,2,0,Trenchcoat AB|TRENCHCOAT
A.L.W Communication AB,5569319584,4,49,Högström; Anna Malin,2,0,Alweria AB|A.L.W Communication AB
Elteam J-O Bengtsson AB,5563684678,2,41,Bengtsson; Lars Olof Joakim,3,6,e3control AB|Aktiebolag Stockholm skyltfabrik|Elteam J-O Bengtsson AB
Paula Menyes AB,5590963921,3,47,Tham; Margaret Helena Maria,2,3,Peter Menyes Förvaltning AB|Paula Menyes AB
Karl Hoffman Holding AB,5590930128,2,43,Hoffman; Karl Johan,7,16,TJF Entreprenad AB|JHSM Däck & Bilservice AB|TJF Måleri AB|Gröna Bygget i Sverige AB|Cyntus AB|JLK Konsulter AB|Karl Hoffman Holding AB
Oceanic-Creations AB,5567452957,3,56,Scholander; Ulf Carl-Fredr Björnsson,7,14,1a Lilla Begravningsbyrån Scholanders AB|Lilla Begravningsbyrån Scholanders|OMC Oceanic Moisture Control AB|Oceanic-Creations AB|Global-Constructions Sweden AB|Bostadsrättsföreningen Pudervippan|Ada Begravningsbyrå Handelsbolag
EBO GT AB,5566962717,3,62,Anundi; Eva Katarina Bernhardsdotter,1,1,EBO GT AB
4857 Bygg AB,5591092985,4,57,Widegren; Dan Anders,4,5,Pefo byggnads AB|4857 Bygg AB|WNGNW Holding Aktiebolag|Ekerö Kraft Bygg AB
Bostadsrekond i Stockholm AB,5569386617,3,58,Kulesza; Daniel Sebastian,1,3,Bostadsrekond i Stockholm AB
PWBor AB,5568551625,2,52,Andrade Hagland; Carl Johan,2,2,AB Ekerö Bostäder|PWBor AB
Jernlodet AB,5562505783,2,68,Hedkvist; Johan Patrik,3,7,Wide-Awake AB|Europe Ecolights AB|Jernlodet AB
Kove Modul Sweden AB,5566123765,2,36,Vilkas; Darius,2,3,Mantas Bygg AB|Kove Modul Sweden AB
Kove Modul Sweden AB,5566123765,2,36,Bubnovs; Deniss,2,4,Mantas Bygg AB|Kove Modul Sweden AB
Kastellholmen Fastighetsutveckling Aktiebolag,5562395748,3,52,Lundström; Björn Ossian Harald,6,15,AgHolmen AB|Tuleholmen Fastigheter AB|Kastellholmen Fastighetsutveckling Aktiebolag|Hemsön Energi AB|Hemsön Skog AB|Odalholmen AB
01 Moderna Bad AB,5569810772,3,48,Ovebring; Kurt Mikael,5,2,Moderna Hem Skandinavien Handelsbolag|01 Moderna Bad AB|Ovebring Speaker & Event|Moderna Hem Skandinavien AB|Moderna Group Scandinavia AB
Fliplife of Sweden AB,5591084479,3,52,Marken; Malin Katarina,4,4,Cambiatio AB|SK Leader-coaching AB|Fliplife of Sweden AB|Alexandrow Produktion AB
Husets Mur & Puts AB,5568149321,2,44,Husbom; Mikael Erik,3,3,House Tec Murarbolag i Stockholm AB|Solviksklippans fastighets AB|Husets Mur & Puts AB
Husets Mur & Puts AB,5568149321,2,44,Lundberg Husbom; Marie Linnea,2,3,House Tec Murarbolag i Stockholm AB|Husets Mur & Puts AB
Runesson och Sandberg Energi AB,5568917941,2,60,Runesson; Bengt Johan Mattias,1,0,Runesson och Sandberg Energi AB
Kurt Blomqvist AB,5561692319,3,61,Blomqvist; Kurt Erik,2,0,Kurt Blomqvist AB|Nils Sandell Bygg Aktiebolag
Paulsson och Silfwerbrand Betongkonsult AB,5565530473,3,56,Paulsson Tralla; Knut Mats Jonatan,2,0,Betong och stålteknik i Stockholm AB|Paulsson och Silfwerbrand Betongkonsult AB
Aktiebolaget Ortens Betong Värmdö,5567397392,3,46,Nyberg; Björn Ruben,1,0,Aktiebolaget Ortens Betong Värmdö
Ihd Development AB,5565907929,2,55,Ihd; Lars Martin,2,5,IHD Security AB|Ihd Development AB
SHH SF Produktion AB,5592012123,3,56,Alvarsson; Lars Ragnar Fredrik,15,40,SERNEKE Group AB (publ)|SHH Bostad AB (publ)|SHH Bostadsproduktion AB|SHH Bostadsutveckling AB|SHH SF Produktion AB|Volabo projekt Östhamra AB|SHHNREP Produktion AB|SHH Invest nr 62 AB|FA Partners AB|SHH Projekt nr 62 AB|SHH Hjärup Projekt AB|SHH Hjärup Invest AB|SHH Samhällsfastigheter AB|SHHNREP Invest AB|SHH Invest nr 54 AB
JH Natursten Aktiebolag,5567563092,3,59,Heikfolk; Leif Johnny Roland,3,1,VMS Värmdö Maskin & Support Aktiebolag|2JLPS Holding AB|JH Natursten Aktiebolag
Estrid & Eugenia AB,5591301535,4,71,Lantz; Kristina Eugenia,1,0,Estrid & Eugenia AB
I Run With AB,5592007149,2,38,Lamy; Klara Daga,2,9,I Run With AB|Daga productions
Mälarhöjdens Elbyrå Aktiebolag,5564501855,2,66,Törnberg; Thomas Thore,1,3,Mälarhöjdens Elbyrå Aktiebolag
Emblasoft Systems AB,5562634229,3,55,Mannerstråle; Lars Gustaf Göran,1,12,Emblasoft Systems AB
Anna Falkenmark Design AB,5567097091,2,62,Jorman Falkenmark; Anna Margareta,2,7,Bostadsrättsföreningen Viggen 9|Anna Falkenmark Design AB
RE Projekt AB,5564369725,2,78,Eriksson; Rolf Odd,1,5,RE Projekt AB
Kraft Konsulting i Gävle AB,5567786859,2,52,Östhols; Marcus,4,5,ICS International Consulting Services AB|Kraft Konsulting i Gävle AB|Carl o Olivia Inredningar AB|Bostadsrättsförening Pärlhönan 7
I Got Stripes Studio AB,5590340781,4,39,Hagelin Söderlindh; Victoria Marie C,1,2,I Got Stripes Studio AB
Per Mattson Consulting AB,5569098790,2,48,Mattson; Per Gustav,2,7,Stockholms Laserklinik.Karin & Karolina AB|Per Mattson Consulting AB
Örtegrens Kreativa AB,5569554909,2,41,Örtegren; Anders,1,2,Örtegrens Kreativa AB
iken AB,5568383276,2,62,Karlsson; Kjell Ingemar,1,3,iken AB
Nathalie Adenling AB,5568802374,3,49,Adenling; Linda Nathalie,1,0,Nathalie Adenling AB
Forslind Konsult AB,5591783104,2,58,Forslind; Björn,1,0,Forslind Konsult AB
Jesper & Co Investments & Consulting AB,5590853429,2,36,Stenmark; Hans Åke Jesper,3,3,ETQ Labs AB|SkAIpatrol AB|Jesper & Co Investments & Consulting AB
Fidelium AB,5590856059,2,43,Martinez Arias; Christian Antonio,1,2,Fidelium AB
Fidelium AB,5590856059,2,43,Vera Garrido; Julio Enrique,2,0,MARGARITA STREET FOOD Handelsbolag|Fidelium AB
A.K Maskinhantering AB,5591236103,3,45,Lundvall; Lars Kenneth,1,1,A.K Maskinhantering AB
A.K Maskinhantering AB,5591236103,3,45,Yousef; Ahmad Ali,5,5,Stockholms Berghantering AB|Amsby Utveckling AB|Amsby Kommersiella AB|A.K Maskinhantering AB|D.S.J Entreprenad AB
SPASK Aktiebolag,5564906807,2,52,Lundin; Per Eric Åke,2,8,SPASK Aktiebolag|Lundin Livs i Stenhamra Aktiebolag
Hitta hem i Stockholm AB,5569446338,3,55,Bertils; Hanna Margareta,1,1,Hitta hem i Stockholm AB
Melian Konsult AB,5563491777,2,53,Eriksson; Mats Olov,3,8,Melian Konsult AB|Nynäs Hemservice AB|Fyren Bygg & Konsult AB
The SHEER AB,5569491714,3,45,Rieu; Karin Anna Gabriella,2,12,The SHEER AB|Mirabeau AB
Trädgårdsgrävarna i Rotebro AB,5567299259,2,48,Håkansson; Johan Fredrik,3,3,NetBin Sverige AB|Gate 68 AB|Trädgårdsgrävarna i Rotebro AB
WHEN SIMONSAYS AB,5568401854,2,54,Hansen; Sean Verner,3,1,Serolo AB|WHEN SIMONSAYS AB|Idline AB
Snowfinch Invest AB,5591297832,2,46,Ståhl; Johan Mikael,2,0,Svensk Infrateknik AB|Snowfinch Invest AB
Snowfinch Invest AB,5591297832,2,46,Ståhl; Anna Elisabet,1,1,Snowfinch Invest AB
OAK Company Sweden AB,5591206114,2,39,Edström; Anders Oskar Villjam,6,10,Symbio Me AB|Veos AB|OAK Company Sweden AB|Mälaröarnas Montessori; ek. för.|Veos Invest AB
Hållbar anpassning 360 AB,5591234033,2,56,Kvintåhs Eriksson; Bondpä Jennie C,4,4,Kvintåhs Amazeme AB|Sweden in Action Ekonomisk förening|Hållbar anpassning 360 AB|Bostadsrättsföreningen Ryttaren i Solna
Aifoskela AB,5591013635,2,27,Sanning; Alexander Fredrik,2,3,Aifoskela AB|Katarsis Software
Aifoskela AB,5591013635,2,27,Sanning; Sofia Elsa Maria,1,1,Aifoskela AB
Sheep & Hops AB,5568690134,2,47,Holmgren; Lars Peter Hubertus,1,5,Sheep & Hops AB
Hanna Altmann AB,5569337537,2,39,Altmann; Hanna Cecilia,1,1,Hanna Altmann AB
Catmak AB,5592035082,2,64,Berghäll; Karin Ann-Sofi,1,2,Catmak AB
Catmak AB,5592035082,2,64,Billstrand; Magnus Nils Gösta,1,0,Catmak AB
Fabulous Fake AB,5569673519,2,50,Köpsén; Anna Ulrika,2,4,Fabulous Fake AB|Kopsen Consulting
Lars Boberg Konstruktiv Gestaltning AB,5568679582,3,59,Boberg; Lars Gunnar,4,1,Myomec AB|Lars Boberg Konstruktiv Gestaltning AB|KONSTNÄR LASSE G:SON BOBERG|Indigo Bygg
Ekerö Berg & Bygg AB,5591301345,1,50,Cronmark; Hans Magnus Gustav,2,2,Ålstens Fiskaffär AB|Ekerö Berg & Bygg AB
Kent Lundkvist Måleri & Entreprenad AB,5590261219,3,44,Lundkvist; Kent Olov,1,2,Kent Lundkvist Måleri & Entreprenad AB
Kent Lundkvist Måleri & Entreprenad AB,5590261219,3,44,Lundkvist; Marcus Maximilian,1,1,Kent Lundkvist Måleri & Entreprenad AB
Roslagens Hantverkstjänst AB,5568711583,2,67,Johansson; Anders Olof,3,5,Bostadsrättsföreningen Artillerigatan 24|Roslagens Hantverkstjänst AB|Nordela Aktiebolag
Claés Breitholtz Aktiebolag,5563767614,3,61,Breitholtz; Claes Georg,1,0,Claés Breitholtz Aktiebolag
Partins Bygg Aktiebolag,5569090839,2,43,Lidström; Elias Emil Magnus,1,0,Partins Bygg Aktiebolag
Plan Interiör; inredningskonsult; Svenska AB,5592080666,2,34,Hjelm; Sofia Catarina,2,0,Plan Interiör; inredningskonsult; Svenska AB|Plan Interiör Stockholm
PMS Equity AB,5566734942,3,53,Kärrström; Nils Stefan,3,13,SUNARU AB|PMS Equity AB|Snabel AB
PMS Equity AB,5566734942,3,53,Lönnqvist; Olle Kurzio,4,18,Snabel AB|SUNARU AB|PMS Equity AB|Täby Entreprenad AB
Roger Johansson RJ AB,5567125355,2,73,Johansson; Roger Sven,1,2,Roger Johansson RJ AB
TG Bergkonsult AB,5568224223,2,62,Gerdland; Karl Gunnar Tore,1,1,TG Bergkonsult AB
KeSaMa Bygg AB,5568483928,2,53,Peterson; Ronnie Michael,3,2,KeSaMa Bygg AB|Kettlers Ekonomi & Redovisning AB|Kettler's Restauranger Handelsbolag
Jibro Bygg AB,5591702799,2,35,Jibro; Philip Dismon,2,4,Jibro Bygg AB|Philles Bär Handelsbolag
INFix AB,5591973325,2,55,Bobert; Ylva Stina Charlotta,2,3,INFix AB|Fixup
Creator Projekt Väst AB,5591353163,3,39,Lindblom; Lars Benny,3,15,Creator Holding AB|Creator Bygg & Projektledning AB|Creator Projekt Väst AB
K-Konsult Management AB,5563564573,2,65,Larsson; John Carl Peter,1,5,K-Konsult Management AB
Ragest Finans AB,5561845511,3,64,Andersson; Mikael Ragnvald,2,1,Ragnvald Anderssons Konsult AB|Ragest Finans AB
Peter and friends AB,5568092182,2,66,Ehrnström; Eric Peter,1,1,Peter and friends AB
Woxö & Persson Konsult AB,5569264020,4,46,Persson; Jan,1,0,Woxö & Persson Konsult AB
Woxö & Persson Konsult AB,5569264020,4,46,Woxö Persson; Vanja Helen,1,0,Woxö & Persson Konsult AB
HellströmKraft AB,5590090725,3,53,Hellström; Hans Niclas,2,0,Certus Bygg AB|HellströmKraft AB
STHLM Soda Co. AB,5590480785,2,42,Chi; Carina Wai-Mau,1,1,STHLM Soda Co. AB
Villakompetens AB,5591616809,2,58,Rinderud; John Freddie,1,1,Villakompetens AB
Lojab AB,5590220777,2,41,Koski; John Tapani Johannes,2,1,Lojab AB|Monmeday Städservice Aktiebolag
Kenewa Aktiebolag,5590362967,3,60,Agvald; Per Håkan,4,2,ATTGENO AB|PsykMed i Stockholm Aktiebolag|Kenewa Aktiebolag|XSNAP Invest AB
Vincent K Invest AB,5568366768,2,44,Westermark; Carl Fredrik,6,9,Rosenmark Salem AB|Klädarkivet Sthlm AB|Vincent K Invest AB|Rosberg & Westermark Invest AB|Salems Port AB|Rosenmark Fastigheter AB
STOCKHOLMS ENTREPRENAD & SNICKERI AB,5590452461,2,35,Yussupov; Yalkunzhan,1,1,STOCKHOLMS ENTREPRENAD & SNICKERI AB
J.R Fastighetsservice AB,5590885769,2,41,Rainsson; Jari Martti Mikael,2,0,J.R Fastighetsservice AB|J.R Fastighetsservice
J.R Fastighetsservice AB,5590885769,2,41,Rainsson; Linda Maria,4,0,Jelima AB|Två Alfa AB|J.R Fastighetsservice AB|Rainsson holding AB
DATELI Installation Aktiebolag,5562598713,3,50,Widéen; Lars Thomas,7,5,DATELI Partner AB|L.T.W Partner AB|DATELI Infrateknik AB|Vasken AB|DATELI Installation Aktiebolag|Musköviken AB|Krondiket AB
Dharma Develop AB,5568695083,2,47,Heintz; Sofia Kristina,4,0,GoToWork AB|Include Applications AB|Dharma Develop AB|Bostadsrättsföreningen Bagarsjön
JOSEFIN STRID AB,5568418262,2,48,Strid; Anna Josefin,3,4,STRID STUDIOS AB|Bostadsrättsföreningen Bondesonen 22|JOSEFIN STRID AB
mr.eriksson Projektledning AB,5567468243,3,58,Eriksson; Carl Fredrik,3,2,mr.eriksson Projektledning AB|Bostadsrättsföreningen Dagakarlen 32|Bostadsrättsföreningen Lindvallsgatan 11
Jupiters Bygg & Måleri AB,5565190948,2,47,Klopotowski; Krzysztof,1,2,Jupiters Bygg & Måleri AB
All Bygg i Huddinge AB,5567148084,2,52,Nyholm; Lars Erik Olof,1,2,All Bygg i Huddinge AB
Arkitrav AB,5567310726,2,69,Sjögren; Per Sune,5,7,Arkoo Arkitekter AB|Sjögrens Hus AB|Arkitrav AB|Campido stable AB|Sisyfos Quattro AB
Norra STHLM Transport AB,5591920573,3,43,Bergström; Lars Gustav Michael,1,1,Norra STHLM Transport AB
Norra STHLM Transport AB,5591920573,3,43,Bergström; Pontus Henrik,1,0,Norra STHLM Transport AB
Sticklinge Gård Aktiebolag,5564982238,3,68,Larsson; Karl Arne,7,3,Sticklinge Gård Aktiebolag|RUSSIAN TRANS OIL Aktiebolag|Ryss-Bo AB|Arne Larsson & Partner Leasing Aktiebolag|Part Russia AB|Arne Larsson Import & Export Aktiebolag|Arne Larsson & Partners Aktiebolag
Lindman Måleri AB,5569798852,3,50,Lindman; Tommie Stefan,1,2,Lindman Måleri AB
Amelia Concept Interior Design AB,5591547434,2,30,Andbert; Martina Anna Bhavna,5,0,OPX Partners AB|OPX Partners Scandinavia AB|Amelia Concept Interior Design AB|Nordlind Scandinavia AB|OPX Partners Holding AB
Riverflow media Aktiebolag,5590720917,2,53,Zetterberg; Lars Niklas Ingemar,1,3,Riverflow media Aktiebolag
vonFlensburg Konsult & Invest AB,5569710931,2,41,Flensburg; John Anton Niklas,3,4,Zimplio AB|Sofie Graw AB|vonFlensburg Konsult & Invest AB
JB KERAMIK OCH STEN AB,5569696148,2,48,Biloch; Johan Oskar,2,1,Svenska Hantverkargruppen i Roslagen AB|JB KERAMIK OCH STEN AB
Kättingen AB,5567093082,2,57,Eriksson; Karl Daniel,10,12,Expohouse Sweden Aktiebolag|Fidell BM AB|Sjöliv Commercial AB|Fastighets AB Kejsarkronan 3|Trient AB|Kättingen AB|Bostadsrättsföreningen Kejsarkronan 3|Trient Mark AB|Ekonomisk förening Kejsarkronan 36|Key Leader Management AB
HARTLAND BYGG & INSTALLATION AB,5591481402,2,53,Hartland; Johan Per Erik,1,2,HARTLAND BYGG & INSTALLATION AB
Lycklig arkitektur Stockholm AB,5568617137,4,46,Saler; Karin Maria Davidsdotter,2,2,Hela Jorden ekonomisk förening|Lycklig arkitektur Stockholm AB
Lycklig arkitektur Stockholm AB,5568617137,4,46,Engman; Jens Martin,3,2,Visbyarkägarna AB|Visbyark AB|Lycklig arkitektur Stockholm AB
